State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"S","Fair","1517","02201700601842","ALLEGHENY","Elizabeth Township",".5 MI N OF ROUND HILL RD","DOUGLAS RUN RD","BR. DOUGLAS RUN","STATE HIGHWAY AGENCY","18","558","1","Concrete (cast in place)","Slab (solid)","1930","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","5 - Fair","N - Not applicable.","SPC","1531"
"S","Fair","1518","02201700801971","ALLEGHENY","Elizabeth Township","1/2 MI N OF SUTERSVIL BR","SCOTT HAVEN RD","TRIBUTARY TO YOUGH RIVER","STATE HIGHWAY AGENCY","8","240","1","Concrete (cast in place)","Box culvert","1930","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","721"
"S","Fair","1522","02201701500606","ALLEGHENY","Elizabeth Township","NEAR WILDCAT ROAD","BEUNA VISTA RD","WILDCAT RUN","STATE HIGHWAY AGENCY","21","588","1","Steel","Pipe-arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","1626"
"S","Fair","1525","02202000100225","ALLEGHENY","Elizabeth Township","NEAR WESTMORELAND CO.","DOUGLASS RUN RD","DOUGLAS RUN","STATE HIGHWAY AGENCY","39","1287","1","Steel","Arch culvert","1986","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3963"
"S","Fair","1526","02202100100494","ALLEGHENY","Lincoln Borough","494'EAST OF SR 2001","BELLBRIDGE RD","HEATH'S RUN","STATE HIGHWAY AGENCY","12","312","1","Concrete (cast in place)","Slab (solid)","1930","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","4368"
"S","Fair","1530","02202700300000","ALLEGHENY","Liberty Borough, Port Vue Borough","AT GLENN AVE.","LIBERTY RIDGE RD","TRIB. TO YOUGH.","STATE HIGHWAY AGENCY","15","600","1","Concrete (cast in place)","Tied arch culvert","1935","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","148"
"S","Fair","1532","02202800500000","ALLEGHENY","Jefferson Hills Borough","1 MI  N OF ELIZABETH BR.","RIDGE ROAD","CLAIRTON BLVD","STATE HIGHWAY AGENCY","121","5759.60","1","Prestressed precast concrete (P/S)","I beams","1987","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","7 - Good","N - Not applicable.","SPC","2074"
"S","Fair","1533","02203100103245","ALLEGHENY","White Oak Borough","@ INTER. W/ SR 2022","LINCOLN WY","BR.LONG RUN","STATE HIGHWAY AGENCY","18","621","1","Prestressed precast concrete (P/S)","Box beam - adj","1950","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","12422"
"S","Fair","1536","02203300102508","ALLEGHENY","White Oak Borough","700' SOUTHEAST OF SR 0048","MCCLINTOCK RD","BRANCH JACKS RUN","STATE HIGHWAY AGENCY","12","408","1","Concrete (cast in place)","Arch culvert","1956","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2031"
"S","Fair","1541","02203500201103","ALLEGHENY","White Oak Borough","3575'N.W. OF SR 0048","MCKEE RD","BRANCH OF JACKS RUN","STATE HIGHWAY AGENCY","8","269.60","1","Concrete (cast in place)","Box culvert","1980","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","1804"
"S","Fair","1542","02203500300000","ALLEGHENY","White Oak Borough","3827'N.W. OF SR 0048","MCKEE RD","BRANCH OF JACKS RUN","STATE HIGHWAY AGENCY","9","303.30","1","Concrete (cast in place)","Box culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","1804"
"S","Fair","1543","02203700101313","ALLEGHENY","White Oak Borough","2200'S.E.OF SR0148","PENNSYLVANIA AV","HARTMAN RUN","STATE HIGHWAY AGENCY","8","216","1","Concrete (cast in place)","Box culvert","1930","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3890"
"S","Fair","1544","02203700103364","ALLEGHENY","White Oak Borough","165'S.E. OF SR 0148","OHIO AVE","CROOKED RUN","STATE HIGHWAY AGENCY","14","413","1","Concrete (cast in place)","Box culvert","1941","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","3890"
"S","Fair","1547","02203700900874","ALLEGHENY","East Pittsburgh Borough, North Versailles Township","TriBoro Expressway","RAMP R","BRADDOCK AVE,RAMP B","STATE HIGHWAY AGENCY","738","26715.60","7","Steel","I-welded beams","1974","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","3169"
"S","Fair","1549","02203700910878","ALLEGHENY","East Pittsburgh Borough","TriBoro Expressway","RAMP R","UNION R R","STATE HIGHWAY AGENCY","1157","37024","12","Steel","I-welded beams","1974","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","3432"
"S","Fair","1552","02203800100140","ALLEGHENY","Clairton City, Glassport Borough","CLAIRTON-GLASSPORT BRIDGE","CLAIRTON-GLASSPORT","MON,NSRC,CSX,URR","STATE HIGHWAY AGENCY","2190","100083","17","Steel","I-welded beams","1987","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","7944"
"S","Fair","1555","02204000640086","ALLEGHENY","Jefferson Hills Borough","1 1/2 MILES WEST OF SR 51","BROUGHTON LIBRARY","LICK RUN","STATE HIGHWAY AGENCY","24","1428","1","Masonry","Arch deck - closed","1920","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","8 - Very Good","SPC","24389"
"S","Fair","1561","02204500700000","ALLEGHENY","West Mifflin Borough","100'N.OF INTER.W/LR 02080","BUTTERMILK HOLLOW","THOMPSON RUN","STATE HIGHWAY AGENCY","18","720","1","Concrete (cast in place)","Box culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","6127"
"S","Fair","1565","02204600601614","ALLEGHENY","Baldwin Borough, West Mifflin Borough","200 YDS.N.E./DOYLE RD.","STREETS RUN RD","STREETS RUN","STATE HIGHWAY AGENCY","36","835.20","1","Concrete encased steel","I beams","1936","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","14206"
"S","Fair","1566","02204600700000","ALLEGHENY","West Mifflin Borough","3 MI.S.W. OF SR 0885","STREETS RUN RD","STREETS RUN","STATE HIGHWAY AGENCY","18","558","1","Steel","Box culvert","1988","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","14206"
"S","Fair","1572","02204800140290","ALLEGHENY","Churchill Borough","200' EAST OF MERRYWOOD","WILLIAM PENN HY","CHALFONT RUN","STATE HIGHWAY AGENCY","16","1088","1","Concrete (cast in place)","Arch culvert","1942","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","27753"
"S","Fair","1573","02204800141156","ALLEGHENY","Churchill Borough","NEAR SR 0791","WILLIAM PENN HY","CHALFONT RUN","STATE HIGHWAY AGENCY","16","1088","1","Concrete (cast in place)","Arch culvert","1942","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","27753"
"S","Fair","1574","02204800200000","ALLEGHENY","Churchill Borough, Wilkins Township","OVER SR 2053","WILLIAM PENN HY","LR 395 & CHALFONT RUN","STATE HIGHWAY AGENCY","266","19418","3","Steel","Girder riv/deck","1941","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","34740"
"S","Fair","1575","02204800500000","ALLEGHENY","Monroeville Borough, Wilkins Township","HALL STATION BRIDGE","WIlliam Penn Hwy","LR 744,UNION RR,THOMPSON","STATE HIGHWAY AGENCY","1252","83508.40","10","Steel","Truss - deck","1942","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","5 - Fair","N - Not applicable.","SPC","34740"
"S","Fair","1576","02204800502040","ALLEGHENY","Monroeville Borough","500'E./HAL STA BRIDGE","WILLIAM PENN HY","BR.THOMPSON RUN","STATE HIGHWAY AGENCY","8","544","1","Concrete (cast in place)","Pipe-arch culvert","1942","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","34740"
"S","Fair","1581","02205100900854","ALLEGHENY","Edgewood Borough","BRINTON RD.OVER 376 EB WB","BRINTON ROAD","SR 0376 EB WB","STATE HIGHWAY AGENCY","180","6570","1","Concrete (cast in place)","Arch deck - open","1950","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","5739"
"S","Fair","1582","02205200202839","ALLEGHENY","West Mifflin Borough","OVER THOMPSON RUN","THOMPSON RUN RD","THOMPSON RUN","STATE HIGHWAY AGENCY","21","661.50","1","Concrete (cast in place)","Slab (solid)","1951","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","6906"
"S","Fair","1583","02205300100022","ALLEGHENY","Wilkins Township","@ INTER W/ THOMPSON RN RD","RODI ROAD","CHALFONT RUN","STATE HIGHWAY AGENCY","64","1536","2","Concrete (cast in place)","Box culvert","1967","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","4004"
"S","Fair","1584","02205300201942","ALLEGHENY","Churchill Borough","700' NO. OF BUS. RT 22","RODI RD","DUFFS RUN","STATE HIGHWAY AGENCY","11","357.50","1","Concrete (cast in place)","Slab (solid)","1940","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","1573"
"S","Fair","1590","02205800800643","ALLEGHENY","Penn Hills Township","@ INTER. W/ SR 0130","VERONA RD","SANDY CREEK","STATE HIGHWAY AGENCY","26","1950","1","Concrete (cast in place)","Slab (solid)","1974","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","5291"
"S","Fair","1601","02206500700488","ALLEGHENY","Monroeville Borough","1/2 MI. SOUTH OF SR 2048","THOMPSON RUN RD","SMALL CREEK","STATE HIGHWAY AGENCY","10","240","1","Concrete (precast)","Pipe culvert","1983","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","778"
"S","Fair","1603","02206500902021","ALLEGHENY","Monroeville Borough","@ INTERSECTION W/SR 2261","THOMPSON RUN RD","LEAK RUN","STATE HIGHWAY AGENCY","20","480","1","Concrete (cast in place)","Arch deck - closed","1916","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","4977"
"S","Fair","1604","02206501002381","ALLEGHENY","Penn Hills Township","1/4 MI N OF SR 2063","THOMPSON RUN RD","THOMPSON RUN","STATE HIGHWAY AGENCY","17","408","1","Concrete (cast in place)","Arch deck - closed","1941","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","3398"
"S","Fair","1606","02206600201794","ALLEGHENY","Plum Borough","1 MI W OF TURNPIKE","LOTT ROAD","THOMPSON RUN","STATE HIGHWAY AGENCY","14","341.60","1","Concrete (cast in place)","Box culvert","1960","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","4571"
"S","Fair","1608","02206600801920","ALLEGHENY","null","350' NW PIERSON RUN RD.","OLD FRANKSTOWN RD","PIERSONS RUN","STATE HIGHWAY AGENCY","26","1001","1","Concrete (cast in place)","Slab (solid)","1959","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","4490"
"S","Fair","1609","02206601100360","ALLEGHENY","null","300' EAST OF SR 0286","FRANKSTOWN RD","ABERS CREEK","STATE HIGHWAY AGENCY","25","800","1","Steel","Arch culvert","1974","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","4787"
"S","Fair","1612","02207300100272","ALLEGHENY","Penn Hills Township","300' NORTHEAST OF SR 0130","ALLEGHENY RIVER BL","SANDY CREEK","STATE HIGHWAY AGENCY","32","960","1","Concrete (cast in place)","Arch culvert","1931","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","10480"
"S","Fair","1613","02207300200000","ALLEGHENY","Penn Hills Township","1 MI. N.E. OF SR 0130","ALLEGHENY RIVER BL","SMALL CREEK","STATE HIGHWAY AGENCY","8","240","1","Concrete (cast in place)","Tied arch culvert","1943","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","10480"
"S","Fair","1614","02207300600245","ALLEGHENY","Verona Borough","1/4 MI. SOUTH OF SR 2080","ALLEGHENY RIVER BL","AVR RR, SERVICE ROAD","STATE HIGHWAY AGENCY","72","4104","1","Steel","I-riveted beams","1939","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","10480"
"S","Fair","1615","02207300601121","ALLEGHENY","Oakmont Borough, Verona Borough","500' SOUTH OF SR 2080","ALLEGHENY RIVER BL","PLUM CREEK","STATE HIGHWAY AGENCY","45","2610","1","Steel","I beams","1937","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","10480"
"S","Fair","1616","02207400400511","ALLEGHENY","Penn Hills Township","AT WOODSIDE LANE","HULTON RD","CALDWELL RUN","STATE HIGHWAY AGENCY","16","464","1","Concrete (cast in place)","Slab (solid)","1930","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","2216"
"S","Fair","1617","02207400500578","ALLEGHENY","Penn Hills Township","PENN HILLS TOWNSHIP","HULTON RD","CALDWELL CREEK","STATE HIGHWAY AGENCY","18","522","1","Steel","Pipe-arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2547"
"S","Fair","1618","02207500201591","ALLEGHENY","Plum Borough","@ INTERSECTION W/ SR 0286","NEW TEXAS RD","ABERS CREEK","STATE HIGHWAY AGENCY","32","1072","1","Prestressed precast concrete (P/S)","Box beam - adj","1984","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","4369"
"S","Fair","1619","02207500801126","ALLEGHENY","Plum Borough","OVER BR.LITTLE PLUM CREEK","NEW TEXAS RD","BR.LITTLE PLUM CREEK","STATE HIGHWAY AGENCY","15","465","1","Steel","Arch culvert","1984","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","4919"
"S","Fair","1622","02207501100000","ALLEGHENY","Plum Borough","ABOUT 1/4 MI. NW OF 2076","NEW TEXAS RD","BR.LITTLE PLUM CRK.","STATE HIGHWAY AGENCY","27","810","1","Steel","Pipe-arch culvert","1985","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","5515"
"S","Fair","1624","02207501102658","ALLEGHENY","Plum Borough","100'S.E.OF INTER.W/2086","NEW TEXAS RD","LITTLE PLUM CREEK","STATE HIGHWAY AGENCY","39","1833","1","Concrete (cast in place)","Rigid frame","1941","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","5515"
"S","Fair","1625","02207501801280","ALLEGHENY","Plum Borough","100'S.OF ENTRANCE DRIVE","LOGAN'S FERRY ROAD","SMALL CREEK","STATE HIGHWAY AGENCY","13","543.40","1","Concrete (cast in place)","Slab (solid)","1955","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","11332"
"S","Fair","1628","02207600303593","ALLEGHENY","Plum Borough","@ INT W/ SR 2075","OLD LEECHBURG ROAD","BR.LITTLE PLUM CREEK","STATE HIGHWAY AGENCY","20","480","1","Masonry","Arch deck - closed","1900","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","3692"
"S","Fair","1629","02207600600133","ALLEGHENY","Plum Borough","1 MI. S.W. OF SR 2088","OLD LEECHBURG RD","LITTLE PLUM CREEK","STATE HIGHWAY AGENCY","23","639.40","1","Concrete (cast in place)","Slab (solid)","1936","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","991"
"S","Fair","1631","02208000200958","ALLEGHENY","Oakmont Borough","OAKMONT VERONA LINE","PLUM AVE","PLUM CREEK","STATE HIGHWAY AGENCY","142","5396","3","Steel","I beams","1966","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","5 - Fair","7 - Good","N - Not applicable.","SPC","3027"
"S","Fair","1632","02208000400000","ALLEGHENY","Penn Hills Township","1 MI E OF SR 2073","PLUM AVE","BR. PLUM CREEK","STATE HIGHWAY AGENCY","14","553","1","Concrete (cast in place)","Box culvert","1962","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3027"
"S","Fair","1635","02208300320000","ALLEGHENY","East Pittsburgh Borough","TriBoro Expressway","RAMP S","NS RR,UNION RR,MAIN ST","STATE HIGHWAY AGENCY","1192","76288","10","Steel","I-welded beams","1974","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","6668"
"S","Fair","1637","02208400140356","ALLEGHENY","Penn Hills Township, Plum Borough","1/4 MI E OF SR 2058","MILLTOWN ROAD","PLUM CREEK","STATE HIGHWAY AGENCY","56","1288","1","Steel","I beams","1979","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","5 - Fair","N - Not applicable.","SPC","1836"
"S","Fair","1640","02208500100586","ALLEGHENY","Pittsburgh City","BIRMINGHAM BRIDGE","BIRMINGHAM BRIDGE","MON RIVER, CSX RR","STATE HIGHWAY AGENCY","1662","174510","12","Steel","Arch - thru","1976","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","19244"
"S","Fair","1642","02208500102248","ALLEGHENY","Pittsburgh City","Birmingham Bridge","BIRMINGHAM BRG APR","PKWY E,RP T,TRAIL,2ND AV","STATE HIGHWAY AGENCY","1082","87425.60","7","Steel","I-welded beams","1976","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","19244"
"S","Fair","1646","02208600101587","ALLEGHENY","Penn Hills Township, Plum Borough","100'W.OF UNITY-TRESTLE RD","LEECHBURG RD","PLUM CREEK","STATE HIGHWAY AGENCY","42","2016","1","Concrete (cast in place)","T-beams","1956","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","3578"
"S","Fair","1647","02208600200166","ALLEGHENY","Plum Borough","240'W.OF TURNPIKE","LEECHBURG RD","ABANDONED B&LE  RR TRACK","STATE HIGHWAY AGENCY","20","560","1","Concrete (cast in place)","Frame culvert","1936","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3578"
"S","Fair","1648","02208600200236","ALLEGHENY","Plum Borough","170'W.OF TURNPIKE","LEECHBURG RD","LITTLE PLUM CREEK","STATE HIGHWAY AGENCY","28","784","1","Concrete (cast in place)","Frame culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3578"
"S","Fair","1652","02218500100129","ALLEGHENY","McKeesport City, Port Vue Borough","PORT VUE BRIDGE","PORT VUE BRIDGE","SR 2027, CSX RR, YOUGH R","STATE HIGHWAY AGENCY","1253","55758.50","7","Steel","I-welded beams","1995","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","6277"
"S","Fair","1655","02210100100045","ALLEGHENY","Pittsburgh City","0.1 NE OF BEECHWOOD BLVD","FORWARD AVE","BEECHWOOD BLVD","STATE HIGHWAY AGENCY","32","1456","1","Concrete (cast in place)","Rigid frame","1952","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","6087"
"S","Fair","1666","02211400110785","ALLEGHENY","McKeesport City","800 FT S OF MCKEESPRT BR","S APPR McKEESPORT","5TH AVE","STATE HIGHWAY AGENCY","145","5220","3","Steel","I-welded beams","1973","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","8322"
